@relation handgrasp_object_detection

@attribute T_y real
@attribute T_p real
@attribute T_r real
@attribute I_y real
@attribute I_p real
@attribute I_r real
@attribute M_y real
@attribute M_p real
@attribute M_r real
@attribute R_y real
@attribute R_p real
@attribute R_r real
@attribute P_y real
@attribute P_p real
@attribute P_r real
@attribute B_y real
@attribute B_p real
@attribute B_r real
@attribute Class {bottle_hold,pen_hold,cup_carry,phone_answer,unleash_pen,screw_driver}

@data
121.00, 10.58, 12.84, 108.52, 2.02, -7.51, 212.92, -0.62, -102.21, 49.15, -18.34, -43.17,127.45, 6.08, -1.98,132.04, 3.13, -94.00,phone_answer
121.02, 10.57, 12.82, 108.51, 2.04, -7.52, 212.92, -0.64, -102.21, 49.12, -18.33, -43.19,127.47, 6.06, -2.01,132.02, 3.13, -94.00,phone_answer
121.00, 10.61, 12.81, 108.48, 2.08, -7.53, 212.90, -0.65, -102.22, 49.09, -18.33, -43.18,127.42, 6.14, -2.02,132.00, 3.14, -93.99,phone_answer
120.98, 10.62, 12.81, 108.44, 2.12, -7.54, 212.88, -0.65, -102.22, 49.04, -18.29, -43.20,127.43, 6.10, -2.00,131.98, 3.15, -93.97,phone_answer
120.96, 10.63, 12.84, 108.41, 2.14, -7.50, 212.87, -0.66, -102.23, 49.00, -18.28, -43.22,127.45, 6.09, -1.97,131.99, 3.14, -93.97,phone_answer
120.97, 10.62, 12.85, 108.41, 2.16, -7.48, 212.85, -0.69, -102.23, 48.98, -18.29, -43.21,127.44, 6.10, -1.95,132.00, 3.14, -93.96,phone_answer
120.99, 10.61, 12.85, 108.43, 2.14, -7.49, 212.79, -0.75, -102.26, 48.97, -18.27, -43.23,127.43, 6.12, -2.01,131.98, 3.13, -93.95,phone_answer
120.96, 10.64, 12.83, 108.42, 2.14, -7.52, 212.69, -0.79, -102.29, 48.93, -18.26, -43.27,127.40, 6.13, -1.96,131.95, 3.12, -93.94,phone_answer
120.95, 10.61, 12.85, 108.42, 2.11, -7.50, 212.69, -0.79, -102.31, 48.90, -18.30, -43.30,127.40, 6.11, -1.96,131.94, 3.12, -93.94,phone_answer
120.94, 10.58, 12.84, 108.39, 2.11, -7.47, 212.69, -0.76, -102.31, 48.83, -18.29, -43.27,127.43, 6.09, -1.93,131.94, 3.14, -93.92,phone_answer
120.93, 10.64, 12.89, 108.41, 2.10, -7.46, 212.74, -0.73, -102.30, 48.79, -18.31, -43.24,127.45, 6.07, -1.96,131.95, 3.13, -93.93,phone_answer
120.94, 10.64, 12.88, 108.42, 2.09, -7.47, 212.72, -0.73, -102.31, 48.77, -18.30, -43.26,127.43, 6.10, -1.97,131.94, 3.13, -93.94,phone_answer
120.92, 10.65, 12.87, 108.41, 2.11, -7.48, 212.69, -0.73, -102.32, 48.74, -18.28, -43.29,127.46, 6.03, -1.96,131.94, 3.12, -93.94,phone_answer
120.93, 10.61, 12.89, 108.41, 2.08, -7.46, 212.74, -0.71, -102.32, 48.73, -18.34, -43.30,127.45, 6.02, -1.95,131.95, 3.11, -93.95,phone_answer
120.94, 10.61, 12.87, 108.38, 2.12, -7.46, 212.74, -0.70, -102.31, 48.68, -18.33, -43.26,127.45, 6.06, -1.97,131.94, 3.13, -93.94,phone_answer
120.92, 10.64, 12.86, 108.39, 2.12, -7.49, 212.72, -0.70, -102.30, 48.65, -18.31, -43.26,127.42, 6.08, -2.00,131.91, 3.15, -93.93,phone_answer
120.90, 10.63, 12.86, 108.36, 2.13, -7.47, 212.69, -0.70, -102.30, 48.58, -18.32, -43.21,127.40, 6.10, -1.96,131.89, 3.15, -93.92,phone_answer
120.90, 10.61, 12.88, 108.36, 2.11, -7.46, 212.67, -0.71, -102.31, 48.55, -18.37, -43.17,127.39, 6.13, -1.94,131.89, 3.16, -93.91,phone_answer
120.90, 10.62, 12.89, 108.35, 2.13, -7.45, 212.63, -0.73, -102.31, 48.51, -18.38, -43.14,127.38, 6.14, -1.94,131.88, 3.15, -93.91,phone_answer
120.90, 10.63, 12.90, 108.37, 2.09, -7.44, 212.64, -0.71, -102.31, 48.48, -18.34, -43.17,127.34, 6.21, -1.97,131.86, 3.17, -93.91,phone_answer
120.87, 10.66, 12.90, 108.32, 2.16, -7.44, 212.61, -0.69, -102.31, 48.42, -18.28, -43.12,127.30, 6.29, -1.94,131.85, 3.18, -93.92,phone_answer
120.87, 10.65, 12.90, 108.33, 2.14, -7.44, 212.60, -0.68, -102.33, 48.42, -18.31, -43.11,127.30, 6.25, -1.92,131.85, 3.15, -93.92,phone_answer
120.88, 10.60, 12.89, 108.34, 2.12, -7.46, 212.60, -0.69, -102.35, 48.43, -18.37, -43.11,127.31, 6.20, -1.90,131.86, 3.13, -93.93,phone_answer
120.90, 10.58, 12.87, 108.36, 2.08, -7.47, 212.62, -0.69, -102.36, 48.42, -18.39, -43.12,127.32, 6.19, -1.97,131.85, 3.12, -93.93,phone_answer
120.88, 10.61, 12.84, 108.33, 2.12, -7.49, 212.58, -0.67, -102.37, 48.39, -18.38, -43.11,127.30, 6.16, -2.01,131.83, 3.12, -93.95,phone_answer
120.85, 10.59, 12.83, 108.29, 2.13, -7.50, 212.53, -0.66, -102.38, 48.34, -18.37, -43.13,127.26, 6.16, -1.97,131.80, 3.12, -93.95,phone_answer
120.83, 10.58, 12.86, 108.28, 2.12, -7.48, 212.53, -0.65, -102.41, 48.37, -18.41, -43.13,127.30, 6.15, -1.94,131.82, 3.09, -93.94,phone_answer
120.87, 10.57, 12.86, 108.32, 2.09, -7.47, 212.56, -0.66, -102.42, 48.36, -18.38, -43.13,127.30, 6.25, -1.95,131.85, 3.08, -93.95,phone_answer
120.89, 10.61, 12.84, 108.35, 2.11, -7.48, 212.56, -0.67, -102.43, 48.35, -18.36, -43.13,127.32, 6.22, -1.98,131.86, 3.05, -93.97,phone_answer
120.89, 10.58, 12.81, 108.38, 2.05, -7.53, 212.58, -0.65, -102.47, 48.36, -18.39, -43.22,127.32, 6.11, -2.03,131.85, 3.03, -93.98,phone_answer
120.88, 10.54, 12.77, 108.38, 1.98, -7.55, 212.57, -0.62, -102.49, 48.34, -18.42, -43.23,127.32, 6.10, -2.03,131.83, 3.03, -93.98,phone_answer
120.85, 10.57, 12.78, 108.35, 2.03, -7.53, 212.55, -0.60, -102.50, 48.29, -18.37, -43.22,127.33, 6.13, -2.03,131.83, 3.02, -93.99,phone_answer
120.84, 10.59, 12.79, 108.38, 2.00, -7.54, 212.56, -0.60, -102.53, 48.29, -18.39, -43.26,127.34, 6.09, -2.00,131.84, 2.98, -94.01,phone_answer
120.86, 10.54, 12.77, 108.40, 1.95, -7.55, 212.58, -0.60, -102.56, 48.30, -18.45, -43.30,127.36, 6.01, -2.02,131.85, 2.96, -94.01,phone_answer
120.87, 10.52, 12.75, 108.39, 1.95, -7.56, 212.55, -0.61, -102.56, 48.26, -18.43, -43.34,127.37, 5.98, -2.03,131.84, 2.94, -94.02,phone_answer
120.88, 10.48, 12.74, 108.41, 1.95, -7.54, 212.54, -0.60, -102.59, 48.21, -18.44, -43.30,127.38, 5.95, -1.98,131.84, 2.90, -94.03,phone_answer
120.90, 10.42, 12.75, 108.46, 1.87, -7.53, 212.59, -0.60, -102.63, 48.23, -18.53, -43.34,127.45, 5.85, -1.98,131.87, 2.85, -94.04,phone_answer
120.95, 10.36, 12.71, 108.49, 1.82, -7.56, 212.59, -0.61, -102.67, 48.24, -18.52, -43.39,127.49, 5.83, -1.98,131.90, 2.80, -94.05,phone_answer
120.99, 10.36, 12.67, 108.52, 1.78, -7.58, 212.59, -0.69, -102.78, 48.26, -18.65, -43.43,127.57, 5.69, -1.87,131.93, 2.72, -94.04,phone_answer
121.04, 10.33, 12.61, 108.57, 1.75, -7.64, 212.64, -0.73, -102.82, 48.26, -18.72, -43.47,127.56, 5.65, -1.94,131.90, 2.68, -94.02,phone_answer
121.02, 10.23, 12.61, 108.55, 1.68, -7.65, 212.61, -0.74, -102.84, 48.20, -18.76, -43.48,127.51, 5.63, -2.01,131.86, 2.68, -94.02,phone_answer
120.97, 10.22, 12.63, 108.50, 1.67, -7.63, 212.56, -0.71, -102.86, 48.11, -18.72, -43.44,127.47, 5.66, -1.96,131.81, 2.71, -94.00,phone_answer
120.96, 10.22, 12.66, 108.52, 1.65, -7.62, 212.57, -0.71, -102.88, 48.08, -18.70, -43.48,127.50, 5.63, -1.94,131.82, 2.69, -93.99,phone_answer
120.96, 10.21, 12.68, 108.56, 1.60, -7.61, 212.57, -0.74, -102.90, 48.09, -18.74, -43.48,127.52, 5.59, -1.91,131.83, 2.69, -93.97,phone_answer
120.97, 10.21, 12.69, 108.60, 1.55, -7.60, 212.55, -0.77, -102.90, 48.06, -18.77, -43.49,127.54, 5.54, -1.92,131.84, 2.69, -93.96,phone_answer
120.96, 10.22, 12.71, 108.60, 1.52, -7.59, 212.54, -0.76, -102.89, 48.03, -18.78, -43.51,127.54, 5.53, -1.98,131.83, 2.69, -93.97,phone_answer
120.94, 10.21, 12.69, 108.54, 1.58, -7.59, 212.51, -0.74, -102.87, 47.96, -18.74, -43.45,127.49, 5.64, -1.96,131.81, 2.73, -93.97,phone_answer
120.91, 10.26, 12.74, 108.54, 1.60, -7.55, 212.48, -0.73, -102.85, 47.91, -18.68, -43.38,127.49, 5.72, -1.89,131.82, 2.74, -93.96,phone_answer
120.91, 10.31, 12.79, 108.55, 1.64, -7.51, 212.48, -0.75, -102.85, 47.91, -18.71, -43.35,127.52, 5.68, -1.87,131.84, 2.71, -93.96,phone_answer
120.95, 10.26, 12.78, 108.56, 1.64, -7.51, 212.50, -0.76, -102.86, 47.93, -18.75, -43.38,127.54, 5.63, -1.91,131.85, 2.71, -93.96,phone_answer
120.95, 10.28, 12.77, 108.56, 1.66, -7.51, 212.46, -0.77, -102.85, 47.89, -18.75, -43.33,127.48, 5.75, -1.90,131.84, 2.73, -93.97,phone_answer
120.94, 10.29, 12.76, 108.55, 1.68, -7.53, 212.42, -0.76, -102.85, 47.86, -18.71, -43.35,127.45, 5.76, -1.90,131.82, 2.76, -93.97,phone_answer
120.92, 10.27, 12.77, 108.55, 1.67, -7.52, 212.39, -0.76, -102.85, 47.80, -18.70, -43.30,127.45, 5.77, -1.84,131.83, 2.75, -93.95,phone_answer
120.93, 10.28, 12.81, 108.58, 1.66, -7.48, 212.41, -0.77, -102.85, 47.80, -18.71, -43.31,127.50, 5.74, -1.84,131.85, 2.74, -93.95,phone_answer
120.97, 10.28, 12.81, 108.60, 1.68, -7.48, 212.43, -0.77, -102.86, 47.81, -18.70, -43.33,127.51, 5.74, -1.89,131.87, 2.72, -93.97,phone_answer
120.97, 10.29, 12.76, 108.61, 1.69, -7.52, 212.43, -0.77, -102.87, 47.80, -18.71, -43.34,127.48, 5.75, -1.89,131.87, 2.72, -93.97,phone_answer
120.96, 10.28, 12.78, 108.63, 1.65, -7.51, 212.43, -0.76, -102.88, 47.77, -18.73, -43.34,127.49, 5.75, -1.87,131.88, 2.70, -93.97,phone_answer
120.97, 10.28, 12.79, 108.63, 1.66, -7.49, 212.43, -0.76, -102.89, 47.76, -18.71, -43.33,127.48, 5.83, -1.86,131.88, 2.68, -93.99,phone_answer
120.97, 10.29, 12.78, 108.65, 1.65, -7.52, 212.45, -0.74, -102.91, 47.77, -18.73, -43.38,127.49, 5.76, -1.92,131.90, 2.65, -94.01,phone_answer
120.98, 10.24, 12.74, 108.65, 1.62, -7.54, 212.44, -0.74, -102.92, 47.74, -18.74, -43.40,127.51, 5.69, -1.92,131.88, 2.64, -94.02,phone_answer
120.97, 10.23, 12.76, 108.62, 1.65, -7.53, 212.45, -0.73, -102.92, 47.73, -18.75, -43.45,127.53, 5.64, -1.92,131.89, 2.61, -94.02,phone_answer
120.99, 10.19, 12.75, 108.63, 1.63, -7.53, 212.48, -0.72, -102.93, 47.72, -18.78, -43.45,127.55, 5.61, -1.94,131.89, 2.62, -94.01,phone_answer
120.98, 10.22, 12.75, 108.62, 1.64, -7.53, 212.46, -0.73, -102.92, 47.68, -18.74, -43.46,127.54, 5.63, -1.95,131.88, 2.63, -94.00,phone_answer
120.97, 10.21, 12.74, 108.62, 1.63, -7.51, 212.44, -0.72, -102.92, 47.63, -18.74, -43.44,127.48, 5.69, -1.90,131.87, 2.64, -94.00,phone_answer
120.97, 10.17, 12.76, 108.63, 1.61, -7.50, 212.44, -0.72, -102.92, 47.61, -18.78, -43.40,127.48, 5.70, -1.88,131.87, 2.66, -93.99,phone_answer
120.98, 10.18, 12.77, 108.62, 1.64, -7.50, 212.43, -0.72, -102.92, 47.58, -18.77, -43.40,127.50, 5.68, -1.88,131.88, 2.66, -93.99,phone_answer
121.00, 10.18, 12.76, 108.64, 1.63, -7.52, 212.44, -0.73, -102.91, 47.58, -18.78, -43.42,127.48, 5.70, -1.91,131.87, 2.67, -93.99,phone_answer
120.97, 10.21, 12.77, 108.64, 1.61, -7.52, 212.43, -0.72, -102.91, 47.56, -18.79, -43.40,127.50, 5.68, -1.90,131.88, 2.67, -94.00,phone_answer
120.97, 10.20, 12.76, 108.63, 1.63, -7.52, 212.43, -0.71, -102.91, 47.51, -18.76, -43.37,127.50, 5.70, -1.89,131.86, 2.69, -93.99,phone_answer
120.98, 10.21, 12.77, 108.66, 1.62, -7.51, 212.43, -0.72, -102.90, 47.49, -18.73, -43.35,127.48, 5.74, -1.89,131.86, 2.70, -93.98,phone_answer
120.99, 10.19, 12.77, 108.68, 1.61, -7.52, 212.42, -0.73, -102.90, 47.48, -18.71, -43.36,127.49, 5.74, -1.87,131.87, 2.70, -93.97,phone_answer
121.01, 10.18, 12.79, 108.70, 1.60, -7.50, 212.42, -0.74, -102.90, 47.50, -18.77, -43.36,127.54, 5.67, -1.90,131.88, 2.68, -93.97,phone_answer
121.03, 10.16, 12.78, 108.69, 1.60, -7.49, 212.42, -0.73, -102.90, 47.48, -18.76, -43.38,127.52, 5.74, -1.92,131.89, 2.70, -93.98,phone_answer
121.02, 10.20, 12.76, 108.69, 1.63, -7.50, 212.42, -0.71, -102.90, 47.45, -18.73, -43.37,127.54, 5.72, -1.92,131.90, 2.69, -94.00,phone_answer
121.01, 10.22, 12.76, 108.69, 1.63, -7.51, 212.42, -0.70, -102.89, 47.42, -18.73, -43.38,127.53, 5.73, -1.92,131.89, 2.69, -94.00,phone_answer
121.00, 10.21, 12.77, 108.71, 1.59, -7.50, 212.39, -0.70, -102.91, 47.41, -18.74, -43.38,127.55, 5.71, -1.96,131.90, 2.70, -94.01,phone_answer
121.00, 10.20, 12.76, 108.68, 1.63, -7.49, 212.35, -0.73, -102.91, 47.38, -18.72, -43.37,127.58, 5.67, -1.96,131.90, 2.69, -94.00,phone_answer
121.00, 10.24, 12.79, 108.71, 1.61, -7.48, 212.36, -0.74, -102.92, 47.38, -18.77, -43.32,127.59, 5.67, -1.95,131.90, 2.68, -93.99,phone_answer
121.02, 10.20, 12.77, 108.69, 1.63, -7.48, 212.37, -0.73, -102.92, 47.34, -18.78, -43.29,127.58, 5.68, -1.94,131.89, 2.69, -94.00,phone_answer
121.02, 10.18, 12.77, 108.69, 1.66, -7.48, 212.37, -0.71, -102.92, 47.30, -18.76, -43.29,127.61, 5.61, -1.94,131.89, 2.68, -94.01,phone_answer
121.03, 10.12, 12.76, 108.69, 1.63, -7.49, 212.39, -0.69, -102.94, 47.32, -18.79, -43.34,127.60, 5.61, -1.94,131.90, 2.67, -94.02,phone_answer
121.03, 10.13, 12.75, 108.67, 1.63, -7.49, 212.39, -0.69, -102.95, 47.31, -18.78, -43.39,127.60, 5.63, -1.95,131.91, 2.67, -94.03,phone_answer
121.02, 10.18, 12.74, 108.68, 1.65, -7.51, 212.37, -0.68, -102.95, 47.28, -18.74, -43.40,127.62, 5.59, -1.98,131.91, 2.67, -94.04,phone_answer
121.01, 10.17, 12.73, 108.71, 1.61, -7.52, 212.37, -0.68, -102.96, 47.27, -18.77, -43.46,127.63, 5.54, -1.98,131.91, 2.65, -94.04,phone_answer
121.01, 10.16, 12.72, 108.70, 1.58, -7.53, 212.37, -0.68, -102.96, 47.24, -18.79, -43.45,127.64, 5.50, -2.00,131.90, 2.66, -94.04,phone_answer
121.01, 10.15, 12.70, 108.71, 1.54, -7.54, 212.36, -0.67, -102.94, 47.18, -18.78, -43.42,127.63, 5.55, -2.00,131.89, 2.67, -94.04,phone_answer
120.98, 10.19, 12.74, 108.69, 1.57, -7.50, 212.34, -0.66, -102.92, 47.13, -18.76, -43.33,127.64, 5.56, -1.96,131.89, 2.67, -94.04,phone_answer
121.02, 10.14, 12.75, 108.67, 1.63, -7.48, 212.36, -0.67, -102.94, 47.14, -18.77, -43.40,127.67, 5.51, -1.95,131.92, 2.65, -94.04,phone_answer
121.04, 10.09, 12.71, 108.69, 1.57, -7.52, 212.35, -0.68, -102.94, 47.11, -18.79, -43.40,127.62, 5.57, -2.00,131.89, 2.68, -94.03,phone_answer
121.01, 10.13, 12.74, 108.66, 1.62, -7.48, 212.30, -0.68, -102.92, 47.07, -18.76, -43.35,127.62, 5.62, -1.96,131.88, 2.70, -94.02,phone_answer
121.00, 10.13, 12.77, 108.66, 1.61, -7.48, 212.30, -0.68, -102.92, 47.06, -18.82, -43.33,127.63, 5.57, -1.94,131.88, 2.69, -94.02,phone_answer
121.01, 10.13, 12.77, 108.65, 1.62, -7.46, 212.30, -0.68, -102.91, 47.03, -18.82, -43.27,127.63, 5.63, -1.93,131.89, 2.70, -94.01,phone_answer
121.02, 10.16, 12.78, 108.68, 1.62, -7.47, 212.30, -0.69, -102.90, 47.00, -18.81, -43.24,127.66, 5.59, -1.95,131.89, 2.70, -94.02,phone_answer
121.00, 10.16, 12.78, 108.71, 1.56, -7.49, 212.29, -0.69, -102.91, 46.99, -18.84, -43.27,127.68, 5.52, -1.95,131.88, 2.69, -94.02,phone_answer
120.99, 10.14, 12.77, 108.72, 1.53, -7.49, 212.26, -0.68, -102.92, 46.97, -18.88, -43.26,127.66, 5.54, -1.96,131.88, 2.70, -94.02,phone_answer
120.98, 10.16, 12.78, 108.68, 1.58, -7.46, 212.25, -0.66, -102.90, 46.91, -18.84, -43.20,127.66, 5.63, -1.93,131.87, 2.71, -94.02,phone_answer
120.97, 10.22, 12.81, 108.68, 1.65, -7.44, 212.25, -0.66, -102.90, 46.89, -18.81, -43.17,127.64, 5.69, -1.92,131.88, 2.72, -94.01,phone_answer
120.97, 10.21, 12.81, 108.70, 1.64, -7.43, 212.23, -0.67, -102.91, 46.87, -18.83, -43.19,127.67, 5.62, -1.91,131.88, 2.71, -94.01,phone_answer
120.98, 10.17, 12.82, 108.68, 1.65, -7.43, 212.21, -0.69, -102.92, 46.87, -18.86, -43.18,127.69, 5.59, -1.92,131.88, 2.70, -94.00,phone_answer
121.00, 10.14, 12.81, 108.69, 1.62, -7.42, 212.22, -0.69, -102.94, 46.86, -18.85, -43.22,127.69, 5.61, -1.91,131.87, 2.69, -94.00,phone_answer
121.00, 10.14, 12.80, 108.67, 1.64, -7.43, 212.22, -0.68, -102.94, 46.84, -18.86, -43.21,127.68, 5.62, -1.94,131.85, 2.71, -94.00,phone_answer
120.98, 10.16, 12.80, 108.63, 1.69, -7.43, 212.19, -0.67, -102.94, 46.82, -18.82, -43.22,127.69, 5.60, -1.92,131.86, 2.69, -94.01,phone_answer
120.99, 10.12, 12.79, 108.66, 1.64, -7.44, 212.21, -0.66, -102.96, 46.82, -18.87, -43.24,127.70, 5.54, -1.92,131.86, 2.69, -94.01,phone_answer
120.99, 10.11, 12.80, 108.67, 1.61, -7.44, 212.23, -0.65, -102.96, 46.79, -18.87, -43.24,127.72, 5.53, -1.91,131.86, 2.69, -94.01,phone_answer
121.00, 10.12, 12.79, 108.69, 1.60, -7.45, 212.23, -0.66, -102.96, 46.75, -18.85, -43.19,127.71, 5.57, -1.90,131.84, 2.68, -94.00,phone_answer
120.99, 10.12, 12.81, 108.67, 1.62, -7.45, 212.25, -0.64, -102.97, 46.74, -18.86, -43.25,127.70, 5.52, -1.92,131.84, 2.67, -94.02,phone_answer
120.97, 10.10, 12.80, 108.67, 1.57, -7.46, 212.26, -0.62, -102.98, 46.72, -18.89, -43.29,127.71, 5.47, -1.91,131.83, 2.66, -94.01,phone_answer
120.96, 10.09, 12.82, 108.67, 1.55, -7.43, 212.27, -0.62, -103.00, 46.72, -18.89, -43.32,127.72, 5.49, -1.91,131.85, 2.65, -94.01,phone_answer
120.99, 10.09, 12.80, 108.68, 1.58, -7.43, 212.26, -0.63, -102.99, 46.69, -18.86, -43.28,127.72, 5.55, -1.92,131.85, 2.66, -94.01,phone_answer
120.98, 10.14, 12.81, 108.74, 1.54, -7.45, 212.24, -0.65, -103.00, 46.67, -18.86, -43.28,127.71, 5.56, -1.90,131.85, 2.66, -94.00,phone_answer
120.98, 10.12, 12.81, 108.76, 1.51, -7.47, 212.21, -0.67, -103.01, 46.67, -18.89, -43.27,127.72, 5.52, -1.91,131.85, 2.66, -94.00,phone_answer
120.97, 10.13, 12.81, 108.71, 1.56, -7.46, 212.21, -0.67, -103.00, 46.66, -18.89, -43.28,127.71, 5.55, -1.92,131.85, 2.66, -94.00,phone_answer
120.96, 10.14, 12.79, 108.69, 1.59, -7.45, 212.18, -0.67, -102.99, 46.62, -18.86, -43.23,127.67, 5.62, -1.88,131.83, 2.68, -93.99,phone_answer
120.94, 10.16, 12.81, 108.69, 1.60, -7.43, 212.17, -0.67, -102.99, 46.60, -18.87, -43.22,127.65, 5.64, -1.85,131.83, 2.68, -93.98,phone_answer
120.95, 10.13, 12.81, 108.68, 1.62, -7.41, 212.15, -0.68, -102.99, 46.56, -18.87, -43.19,127.65, 5.65, -1.84,131.83, 2.70, -93.96,phone_answer
120.97, 10.12, 12.81, 108.66, 1.67, -7.40, 212.15, -0.68, -102.98, 46.55, -18.88, -43.18,127.68, 5.61, -1.88,131.82, 2.70, -93.96,phone_answer
120.95, 10.15, 12.80, 108.67, 1.64, -7.41, 212.12, -0.66, -102.98, 46.51, -18.86, -43.20,127.65, 5.62, -1.87,131.80, 2.70, -93.96,phone_answer
120.94, 10.12, 12.81, 108.68, 1.60, -7.40, 212.12, -0.65, -102.99, 46.51, -18.89, -43.19,127.65, 5.62, -1.87,131.81, 2.69, -93.96,phone_answer
120.95, 10.12, 12.81, 108.66, 1.61, -7.37, 212.11, -0.65, -103.00, 46.49, -18.90, -43.20,127.66, 5.63, -1.88,131.83, 2.68, -93.98,phone_answer
120.96, 10.11, 12.79, 108.67, 1.62, -7.38, 212.09, -0.64, -103.00, 46.48, -18.90, -43.19,127.66, 5.63, -1.90,131.82, 2.68, -93.99,phone_answer
120.96, 10.11, 12.78, 108.68, 1.63, -7.38, 212.08, -0.62, -103.00, 46.47, -18.86, -43.19,127.69, 5.59, -1.91,131.82, 2.68, -94.01,phone_answer
120.95, 10.11, 12.79, 108.71, 1.60, -7.39, 212.10, -0.60, -103.02, 46.48, -18.90, -43.23,127.69, 5.56, -1.93,131.84, 2.65, -94.02,phone_answer
120.97, 10.07, 12.77, 108.71, 1.56, -7.41, 212.11, -0.60, -103.01, 46.46, -18.93, -43.24,127.71, 5.52, -1.98,131.82, 2.65, -94.02,phone_answer
120.94, 10.12, 12.76, 108.71, 1.55, -7.43, 212.07, -0.59, -103.00, 46.39, -18.88, -43.24,127.68, 5.55, -1.96,131.78, 2.67, -94.02,phone_answer
120.92, 10.13, 12.77, 108.72, 1.55, -7.43, 212.04, -0.60, -103.01, 46.34, -18.87, -43.17,127.66, 5.57, -1.92,131.77, 2.66, -94.01,phone_answer
120.93, 10.08, 12.79, 108.72, 1.53, -7.42, 212.04, -0.62, -103.02, 46.33, -18.92, -43.17,127.65, 5.56, -1.90,131.79, 2.64, -93.99,phone_answer
120.94, 10.07, 12.79, 108.71, 1.52, -7.41, 212.01, -0.65, -103.02, 46.30, -18.93, -43.17,127.64, 5.60, -1.92,131.77, 2.66, -93.96,phone_answer
120.93, 10.11, 12.82, 108.67, 1.57, -7.37, 211.97, -0.65, -103.01, 46.23, -18.89, -43.11,127.60, 5.64, -1.91,131.74, 2.67, -93.96,phone_answer
120.91, 10.11, 12.83, 108.66, 1.56, -7.37, 211.93, -0.64, -102.99, 46.16, -18.86, -43.11,127.58, 5.63, -1.90,131.70, 2.70, -93.95,phone_answer
120.89, 10.13, 12.88, 108.62, 1.62, -7.32, 211.90, -0.64, -102.98, 46.10, -18.82, -43.03,127.59, 5.67, -1.81,131.72, 2.70, -93.95,phone_answer
120.90, 10.15, 12.91, 108.64, 1.64, -7.32, 211.93, -0.65, -102.99, 46.13, -18.85, -43.06,127.61, 5.65, -1.85,131.74, 2.68, -93.96,phone_answer
120.92, 10.15, 12.89, 108.63, 1.66, -7.33, 211.91, -0.66, -102.99, 46.13, -18.83, -43.09,127.63, 5.65, -1.87,131.75, 2.67, -93.96,phone_answer
120.92, 10.16, 12.88, 108.66, 1.63, -7.33, 211.92, -0.65, -102.99, 46.11, -18.82, -43.13,127.65, 5.61, -1.87,131.74, 2.68, -93.96,phone_answer
120.92, 10.13, 12.89, 108.68, 1.59, -7.35, 211.93, -0.63, -102.99, 46.09, -18.85, -43.16,127.68, 5.54, -1.88,131.73, 2.68, -93.96,phone_answer
120.92, 10.09, 12.87, 108.70, 1.53, -7.36, 211.94, -0.61, -102.99, 46.07, -18.87, -43.17,127.68, 5.54, -1.89,131.73, 2.68, -93.96,phone_answer
120.93, 10.10, 12.89, 108.68, 1.59, -7.35, 211.92, -0.62, -102.99, 46.07, -18.84, -43.16,127.68, 5.60, -1.88,131.74, 2.68, -93.95,phone_answer
120.94, 10.13, 12.90, 108.70, 1.60, -7.36, 211.92, -0.64, -102.99, 46.07, -18.84, -43.14,127.66, 5.66, -1.88,131.74, 2.69, -93.96,phone_answer
120.95, 10.12, 12.87, 108.71, 1.59, -7.38, 211.92, -0.64, -102.99, 46.08, -18.86, -43.16,127.66, 5.66, -1.91,131.75, 2.68, -93.96,phone_answer
120.95, 10.12, 12.87, 108.71, 1.59, -7.38, 211.91, -0.64, -102.98, 46.06, -18.85, -43.18,127.68, 5.63, -1.92,131.74, 2.69, -93.96,phone_answer
120.95, 10.12, 12.86, 108.72, 1.59, -7.38, 211.90, -0.63, -102.98, 46.04, -18.85, -43.13,127.66, 5.67, -1.90,131.73, 2.70, -93.95,phone_answer
120.94, 10.14, 12.88, 108.69, 1.66, -7.36, 211.90, -0.62, -102.98, 46.04, -18.84, -43.12,127.70, 5.64, -1.91,131.74, 2.68, -93.95,phone_answer
120.97, 10.10, 12.87, 108.72, 1.61, -7.36, 211.92, -0.61, -103.00, 46.06, -18.87, -43.15,127.71, 5.65, -1.91,131.76, 2.68, -93.95,phone_answer
121.00, 10.09, 12.85, 108.73, 1.61, -7.36, 211.94, -0.61, -103.01, 46.06, -18.88, -43.18,127.76, 5.61, -1.94,131.78, 2.66, -93.95,phone_answer
121.01, 10.10, 12.85, 108.75, 1.60, -7.36, 211.93, -0.61, -103.01, 46.02, -18.88, -43.15,127.75, 5.64, -1.93,131.78, 2.66, -93.97,phone_answer
121.02, 10.07, 12.83, 108.76, 1.60, -7.37, 211.92, -0.60, -103.02, 46.02, -18.90, -43.16,127.75, 5.61, -1.96,131.77, 2.65, -93.97,phone_answer
121.01, 10.05, 12.82, 108.76, 1.56, -7.38, 211.90, -0.59, -103.02, 45.99, -18.89, -43.17,127.73, 5.65, -1.94,131.76, 2.67, -93.97,phone_answer
120.98, 10.11, 12.85, 108.76, 1.58, -7.36, 211.90, -0.59, -103.03, 45.99, -18.87, -43.15,127.72, 5.69, -1.92,131.78, 2.66, -93.97,phone_answer
121.01, 10.10, 12.84, 108.79, 1.57, -7.37, 211.91, -0.61, -103.02, 45.99, -18.90, -43.14,127.74, 5.67, -1.94,131.79, 2.66, -93.97,phone_answer
